timestamp,kwh,building,month,source_file
2024-01-06 11:00:00,45.61,Admin,2024-01,admin_jan.csv
2024-01-06 12:00:00,39.34,Admin,2024-01,admin_jan.csv
2024-01-06 13:00:00,31.58,Admin,2024-01,admin_jan.csv
2024-01-06 14:00:00,50.95,Admin,2024-01,admin_jan.csv
2024-01-06 15:00:00,58.34,Admin,2024-01,admin_jan.csv
2024-01-06 16:00:00,53.45,Admin,2024-01,admin_jan.csv
2024-01-06 17:00:00,54.76,Admin,2024-01,admin_jan.csv
2024-01-06 18:00:00,61.53,Admin,2024-01,admin_jan.csv
2024-01-06 19:00:00,25.36,Admin,2024-01,admin_jan.csv
2024-01-06 20:00:00,30.26,Admin,2024-01,admin_jan.csv
2024-01-06 21:00:00,24.74,Admin,2024-01,admin_jan.csv
2024-01-06 22:00:00,26.27,Admin,2024-01,admin_jan.csv
2024-01-06 23:00:00,63.25,Admin,2024-01,admin_jan.csv
2024-01-07 00:00:00,74.37,Admin,2024-01,admin_jan.csv
2024-01-07 01:00:00,49.16,Admin,2024-01,admin_jan.csv
2024-01-07 02:00:00,33.69,Admin,2024-01,admin_jan.csv
2024-01-07 03:00:00,47.96,Admin,2024-01,admin_jan.csv
2024-01-07 04:00:00,52.97,Admin,2024-01,admin_jan.csv
2024-01-07 05:00:00,59.3,Admin,2024-01,admin_jan.csv
2024-01-07 06:00:00,39.91,Admin,2024-01,admin_jan.csv
2024-01-07 07:00:00,44.5,Admin,2024-01,admin_jan.csv
2024-01-07 08:00:00,33.01,Admin,2024-01,admin_jan.csv
2024-01-07 09:00:00,56.43,Admin,2024-01,admin_jan.csv
2024-01-07 10:00:00,30.14,Admin,2024-01,admin_jan.csv
2024-01-07 11:00:00,73.11,Admin,2024-01,admin_jan.csv
2024-01-07 12:00:00,34.99,Admin,2024-01,admin_jan.csv
2024-01-07 13:00:00,40.56,Admin,2024-01,admin_jan.csv
2024-01-07 14:00:00,57.56,Admin,2024-01,admin_jan.csv
2024-01-07 15:00:00,60.0,Admin,2024-01,admin_jan.csv
2024-01-07 16:00:00,47.37,Admin,2024-01,admin_jan.csv
2024-01-07 17:00:00,37.89,Admin,2024-01,admin_jan.csv
2024-01-07 18:00:00,23.11,Admin,2024-01,admin_jan.csv
2024-01-07 19:00:00,65.73,Admin,2024-01,admin_jan.csv
2024-01-07 20:00:00,57.73,Admin,2024-01,admin_jan.csv
2024-01-07 21:00:00,79.66,Admin,2024-01,admin_jan.csv
2024-01-07 22:00:00,44.31,Admin,2024-01,admin_jan.csv
2024-01-07 23:00:00,55.94,Admin,2024-01,admin_jan.csv
2024-01-08 00:00:00,58.51,Admin,2024-01,admin_jan.csv
2024-01-08 01:00:00,77.39,Admin,2024-01,admin_jan.csv
2024-01-08 02:00:00,32.98,Admin,2024-01,admin_jan.csv
2024-01-08 03:00:00,41.5,Admin,2024-01,admin_jan.csv
2024-01-08 04:00:00,77.34,Admin,2024-01,admin_jan.csv
2024-01-08 05:00:00,71.22,Admin,2024-01,admin_jan.csv
2024-01-08 06:00:00,66.9,Admin,2024-01,admin_jan.csv
2024-01-08 07:00:00,65.17,Admin,2024-01,admin_jan.csv
2024-01-08 08:00:00,65.97,Admin,2024-01,admin_jan.csv
2024-01-08 09:00:00,76.3,Admin,2024-01,admin_jan.csv
2024-01-08 10:00:00,34.32,Admin,2024-01,admin_jan.csv
2024-01-08 11:00:00,20.25,Admin,2024-01,admin_jan.csv
2024-01-08 12:00:00,42.96,Admin,2024-01,admin_jan.csv
2024-01-08 13:00:00,62.83,Admin,2024-01,admin_jan.csv
2024-01-08 14:00:00,45.78,Admin,2024-01,admin_jan.csv
2024-01-08 15:00:00,39.86,Admin,2024-01,admin_jan.csv
2024-01-08 16:00:00,24.62,Admin,2024-01,admin_jan.csv
2024-01-08 17:00:00,67.71,Admin,2024-01,admin_jan.csv
2024-01-08 18:00:00,23.98,Admin,2024-01,admin_jan.csv
2024-01-08 19:00:00,40.03,Admin,2024-01,admin_jan.csv
2024-01-08 20:00:00,57.25,Admin,2024-01,admin_jan.csv
2024-01-08 21:00:00,29.05,Admin,2024-01,admin_jan.csv
2024-01-08 22:00:00,78.32,Admin,2024-01,admin_jan.csv
2024-01-08 23:00:00,52.22,Admin,2024-01,admin_jan.csv
2024-01-09 00:00:00,28.03,Admin,2024-01,admin_jan.csv
2024-01-09 01:00:00,60.93,Admin,2024-01,admin_jan.csv
2024-01-09 02:00:00,66.31,Admin,2024-01,admin_jan.csv
2024-01-09 03:00:00,69.5,Admin,2024-01,admin_jan.csv
2024-01-09 04:00:00,70.17,Admin,2024-01,admin_jan.csv
2024-01-09 05:00:00,39.29,Admin,2024-01,admin_jan.csv
2024-01-09 06:00:00,45.74,Admin,2024-01,admin_jan.csv
2024-01-09 07:00:00,58.86,Admin,2024-01,admin_jan.csv
2024-01-09 08:00:00,51.67,Admin,2024-01,admin_jan.csv
2024-01-09 09:00:00,34.73,Admin,2024-01,admin_jan.csv
2024-01-09 10:00:00,29.12,Admin,2024-01,admin_jan.csv
2024-01-09 11:00:00,59.46,Admin,2024-01,admin_jan.csv
2024-01-09 12:00:00,29.24,Admin,2024-01,admin_jan.csv
2024-01-09 13:00:00,43.73,Admin,2024-01,admin_jan.csv
2024-01-09 14:00:00,47.11,Admin,2024-01,admin_jan.csv
2024-01-09 15:00:00,66.23,Admin,2024-01,admin_jan.csv
2024-01-09 16:00:00,45.83,Admin,2024-01,admin_jan.csv
2024-01-09 17:00:00,43.96,Admin,2024-01,admin_jan.csv
2024-01-09 18:00:00,31.32,Admin,2024-01,admin_jan.csv
2024-01-09 19:00:00,28.56,Admin,2024-01,admin_jan.csv
2024-01-09 20:00:00,40.05,Admin,2024-01,admin_jan.csv
2024-01-09 21:00:00,47.79,Admin,2024-01,admin_jan.csv
2024-01-09 22:00:00,77.24,Admin,2024-01,admin_jan.csv
2024-01-09 23:00:00,72.94,Admin,2024-01,admin_jan.csv
2024-01-10 00:00:00,44.63,Admin,2024-01,admin_jan.csv
2024-01-10 01:00:00,62.09,Admin,2024-01,admin_jan.csv
2024-01-10 02:00:00,74.47,Admin,2024-01,admin_jan.csv
2024-01-10 03:00:00,79.73,Admin,2024-01,admin_jan.csv
2024-01-10 04:00:00,68.19,Admin,2024-01,admin_jan.csv
2024-01-10 05:00:00,59.11,Admin,2024-01,admin_jan.csv
2024-01-10 06:00:00,63.19,Admin,2024-01,admin_jan.csv
2024-01-10 07:00:00,79.97,Admin,2024-01,admin_jan.csv
2024-01-10 08:00:00,27.31,Admin,2024-01,admin_jan.csv
2024-01-10 09:00:00,26.26,Admin,2024-01,admin_jan.csv
2024-01-10 10:00:00,50.9,Admin,2024-01,admin_jan.csv
2024-01-10 11:00:00,50.96,Admin,2024-01,admin_jan.csv
2024-01-10 12:00:00,29.63,Admin,2024-01,admin_jan.csv
2024-01-10 13:00:00,51.23,Admin,2024-01,admin_jan.csv
2024-01-10 14:00:00,70.57,Admin,2024-01,admin_jan.csv
2024-01-10 15:00:00,79.44,Admin,2024-01,admin_jan.csv
2024-01-10 16:00:00,41.85,Admin,2024-01,admin_jan.csv
2024-01-10 17:00:00,41.86,Admin,2024-01,admin_jan.csv
2024-01-10 18:00:00,66.47,Admin,2024-01,admin_jan.csv
2024-01-10 19:00:00,24.01,Admin,2024-01,admin_jan.csv
2024-01-10 20:00:00,24.76,Admin,2024-01,admin_jan.csv
2024-01-10 21:00:00,61.29,Admin,2024-01,admin_jan.csv
2024-01-10 22:00:00,22.13,Admin,2024-01,admin_jan.csv
2024-01-10 23:00:00,36.72,Admin,2024-01,admin_jan.csv
2024-01-11 00:00:00,71.51,Admin,2024-01,admin_jan.csv
2024-01-11 01:00:00,24.66,Admin,2024-01,admin_jan.csv
2024-01-11 02:00:00,46.98,Admin,2024-01,admin_jan.csv
2024-01-11 03:00:00,24.5,Admin,2024-01,admin_jan.csv
2024-01-11 04:00:00,58.27,Admin,2024-01,admin_jan.csv
2024-01-11 05:00:00,42.0,Admin,2024-01,admin_jan.csv
2024-01-11 06:00:00,21.8,Admin,2024-01,admin_jan.csv
2024-01-11 07:00:00,33.45,Admin,2024-01,admin_jan.csv
2024-01-11 08:00:00,26.01,Admin,2024-01,admin_jan.csv
2024-01-11 09:00:00,44.93,Admin,2024-01,admin_jan.csv
2024-01-11 10:00:00,52.3,Admin,2024-01,admin_jan.csv
2024-01-11 11:00:00,57.98,Admin,2024-01,admin_jan.csv
2024-01-11 12:00:00,76.44,Admin,2024-01,admin_jan.csv
2024-01-11 13:00:00,75.59,Admin,2024-01,admin_jan.csv
2024-01-11 14:00:00,27.58,Admin,2024-01,admin_jan.csv
2024-01-11 15:00:00,71.84,Admin,2024-01,admin_jan.csv
2024-01-11 16:00:00,53.54,Admin,2024-01,admin_jan.csv
2024-01-11 17:00:00,52.53,Admin,2024-01,admin_jan.csv
2024-01-11 18:00:00,45.33,Admin,2024-01,admin_jan.csv
2024-01-11 19:00:00,49.1,Admin,2024-01,admin_jan.csv
2024-01-11 20:00:00,44.73,Admin,2024-01,admin_jan.csv
2024-01-11 21:00:00,70.1,Admin,2024-01,admin_jan.csv
2024-01-11 22:00:00,27.01,Admin,2024-01,admin_jan.csv
2024-01-11 23:00:00,28.78,Admin,2024-01,admin_jan.csv
2024-01-12 00:00:00,63.13,Admin,2024-01,admin_jan.csv
2024-01-12 01:00:00,20.13,Admin,2024-01,admin_jan.csv
2024-01-12 02:00:00,57.48,Admin,2024-01,admin_jan.csv
2024-01-12 03:00:00,69.16,Admin,2024-01,admin_jan.csv
2024-01-12 04:00:00,68.29,Admin,2024-01,admin_jan.csv
2024-01-12 05:00:00,50.39,Admin,2024-01,admin_jan.csv
2024-01-12 06:00:00,21.0,Admin,2024-01,admin_jan.csv
2024-01-12 07:00:00,70.44,Admin,2024-01,admin_jan.csv
2024-01-12 08:00:00,50.86,Admin,2024-01,admin_jan.csv
2024-01-12 09:00:00,77.03,Admin,2024-01,admin_jan.csv
2024-01-12 10:00:00,25.04,Admin,2024-01,admin_jan.csv
2024-01-12 11:00:00,69.64,Admin,2024-01,admin_jan.csv
2024-01-12 12:00:00,45.6,Admin,2024-01,admin_jan.csv
2024-01-12 13:00:00,50.84,Admin,2024-01,admin_jan.csv
2024-01-12 14:00:00,28.27,Admin,2024-01,admin_jan.csv
2024-01-12 15:00:00,75.42,Admin,2024-01,admin_jan.csv
2024-01-12 16:00:00,38.27,Admin,2024-01,admin_jan.csv
2024-01-12 17:00:00,77.5,Admin,2024-01,admin_jan.csv
2024-01-12 18:00:00,38.0,Admin,2024-01,admin_jan.csv
2024-01-12 19:00:00,63.03,Admin,2024-01,admin_jan.csv
2024-01-12 20:00:00,76.97,Admin,2024-01,admin_jan.csv
2024-01-12 21:00:00,78.25,Admin,2024-01,admin_jan.csv
2024-01-12 22:00:00,53.79,Admin,2024-01,admin_jan.csv
2024-01-12 23:00:00,40.93,Admin,2024-01,admin_jan.csv
2024-01-13 00:00:00,43.8,Admin,2024-01,admin_jan.csv
2024-01-13 01:00:00,71.52,Admin,2024-01,admin_jan.csv
2024-01-13 02:00:00,32.39,Admin,2024-01,admin_jan.csv
2024-01-13 03:00:00,74.82,Admin,2024-01,admin_jan.csv
2024-01-13 04:00:00,28.96,Admin,2024-01,admin_jan.csv
2024-01-13 05:00:00,67.43,Admin,2024-01,admin_jan.csv
2024-01-13 06:00:00,44.42,Admin,2024-01,admin_jan.csv
2024-01-13 07:00:00,33.65,Admin,2024-01,admin_jan.csv
2024-01-13 08:00:00,30.78,Admin,2024-01,admin_jan.csv
2024-01-13 09:00:00,65.07,Admin,2024-01,admin_jan.csv
2024-01-13 10:00:00,69.97,Admin,2024-01,admin_jan.csv
2024-01-13 11:00:00,68.38,Admin,2024-01,admin_jan.csv
2024-01-13 12:00:00,35.25,Admin,2024-01,admin_jan.csv
2024-01-13 13:00:00,58.03,Admin,2024-01,admin_jan.csv
2024-01-13 14:00:00,58.07,Admin,2024-01,admin_jan.csv
2024-01-13 15:00:00,37.26,Admin,2024-01,admin_jan.csv
2024-01-13 16:00:00,30.1,Admin,2024-01,admin_jan.csv
2024-01-13 17:00:00,43.54,Admin,2024-01,admin_jan.csv
2024-01-13 18:00:00,44.65,Admin,2024-01,admin_jan.csv
2024-01-13 19:00:00,69.78,Admin,2024-01,admin_jan.csv
2024-01-13 20:00:00,31.7,Admin,2024-01,admin_jan.csv
2024-01-13 21:00:00,27.91,Admin,2024-01,admin_jan.csv
2024-01-13 22:00:00,39.19,Admin,2024-01,admin_jan.csv
2024-01-13 23:00:00,53.98,Admin,2024-01,admin_jan.csv
2024-01-14 00:00:00,67.32,Admin,2024-01,admin_jan.csv
2024-01-14 01:00:00,53.11,Admin,2024-01,admin_jan.csv
2024-01-14 02:00:00,58.8,Admin,2024-01,admin_jan.csv
2024-01-14 03:00:00,32.03,Admin,2024-01,admin_jan.csv
2024-01-14 04:00:00,23.66,Admin,2024-01,admin_jan.csv
2024-01-14 05:00:00,30.44,Admin,2024-01,admin_jan.csv
2024-01-14 06:00:00,56.25,Admin,2024-01,admin_jan.csv
2024-01-14 07:00:00,70.45,Admin,2024-01,admin_jan.csv
2024-01-14 08:00:00,65.9,Admin,2024-01,admin_jan.csv
2024-01-14 09:00:00,48.55,Admin,2024-01,admin_jan.csv
2024-01-14 10:00:00,33.23,Admin,2024-01,admin_jan.csv
2024-01-14 11:00:00,30.71,Admin,2024-01,admin_jan.csv
2024-01-14 12:00:00,28.56,Admin,2024-01,admin_jan.csv
2024-01-14 13:00:00,28.08,Admin,2024-01,admin_jan.csv
2024-01-14 14:00:00,41.0,Admin,2024-01,admin_jan.csv
2024-01-14 15:00:00,78.56,Admin,2024-01,admin_jan.csv
2024-01-14 16:00:00,73.33,Admin,2024-01,admin_jan.csv
2024-01-14 17:00:00,62.9,Admin,2024-01,admin_jan.csv
2024-01-14 18:00:00,31.19,Admin,2024-01,admin_jan.csv
2024-01-14 19:00:00,70.4,Admin,2024-01,admin_jan.csv
2024-01-14 20:00:00,54.13,Admin,2024-01,admin_jan.csv
2024-01-14 21:00:00,46.32,Admin,2024-01,admin_jan.csv
2024-01-14 22:00:00,73.71,Admin,2024-01,admin_jan.csv
2024-01-14 23:00:00,23.45,Admin,2024-01,admin_jan.csv
2024-01-15 00:00:00,45.98,Admin,2024-01,admin_jan.csv
2024-01-15 01:00:00,71.46,Admin,2024-01,admin_jan.csv
2024-01-15 02:00:00,22.24,Admin,2024-01,admin_jan.csv
2024-01-15 03:00:00,70.35,Admin,2024-01,admin_jan.csv
2024-01-15 04:00:00,24.28,Admin,2024-01,admin_jan.csv
2024-01-15 05:00:00,72.36,Admin,2024-01,admin_jan.csv
2024-01-15 06:00:00,23.4,Admin,2024-01,admin_jan.csv
2024-01-15 07:00:00,37.1,Admin,2024-01,admin_jan.csv
2024-01-15 08:00:00,60.71,Admin,2024-01,admin_jan.csv
2024-01-15 09:00:00,27.23,Admin,2024-01,admin_jan.csv
2024-01-15 10:00:00,60.76,Admin,2024-01,admin_jan.csv
2024-01-15 11:00:00,60.14,Admin,2024-01,admin_jan.csv
2024-01-15 12:00:00,36.5,Admin,2024-01,admin_jan.csv
2024-01-15 13:00:00,25.55,Admin,2024-01,admin_jan.csv
2024-01-15 14:00:00,78.32,Admin,2024-01,admin_jan.csv
2024-01-15 15:00:00,66.16,Admin,2024-01,admin_jan.csv
2024-01-15 16:00:00,36.83,Admin,2024-01,admin_jan.csv
2024-01-15 17:00:00,69.95,Admin,2024-01,admin_jan.csv
2024-01-15 18:00:00,49.6,Admin,2024-01,admin_jan.csv
2024-01-15 19:00:00,27.43,Admin,2024-01,admin_jan.csv
2024-01-15 20:00:00,73.71,Admin,2024-01,admin_jan.csv
2024-01-15 21:00:00,49.43,Admin,2024-01,admin_jan.csv
2024-01-15 22:00:00,43.96,Admin,2024-01,admin_jan.csv
2024-01-15 23:00:00,27.09,Admin,2024-01,admin_jan.csv
2024-01-16 00:00:00,20.33,Admin,2024-01,admin_jan.csv
2024-01-16 01:00:00,74.62,Admin,2024-01,admin_jan.csv
2024-01-16 02:00:00,77.15,Admin,2024-01,admin_jan.csv
2024-01-16 03:00:00,70.61,Admin,2024-01,admin_jan.csv
2024-01-16 04:00:00,40.62,Admin,2024-01,admin_jan.csv
2024-01-16 05:00:00,66.72,Admin,2024-01,admin_jan.csv
2024-01-16 06:00:00,29.15,Admin,2024-01,admin_jan.csv
2024-01-16 07:00:00,33.43,Admin,2024-01,admin_jan.csv
2024-01-16 08:00:00,77.08,Admin,2024-01,admin_jan.csv
2024-01-16 09:00:00,34.2,Admin,2024-01,admin_jan.csv
2024-01-16 10:00:00,56.32,Admin,2024-01,admin_jan.csv
2024-01-16 11:00:00,73.48,Admin,2024-01,admin_jan.csv
2024-01-16 12:00:00,36.41,Admin,2024-01,admin_jan.csv
2024-01-16 13:00:00,50.25,Admin,2024-01,admin_jan.csv
2024-01-16 14:00:00,23.14,Admin,2024-01,admin_jan.csv
2024-01-16 15:00:00,23.57,Admin,2024-01,admin_jan.csv
2024-01-16 16:00:00,65.04,Admin,2024-01,admin_jan.csv
2024-01-16 17:00:00,42.64,Admin,2024-01,admin_jan.csv
2024-01-16 18:00:00,44.17,Admin,2024-01,admin_jan.csv
2024-01-16 19:00:00,49.43,Admin,2024-01,admin_jan.csv
2024-01-16 20:00:00,48.65,Admin,2024-01,admin_jan.csv
2024-01-16 21:00:00,35.63,Admin,2024-01,admin_jan.csv
2024-01-16 22:00:00,68.03,Admin,2024-01,admin_jan.csv
2024-01-16 23:00:00,74.83,Admin,2024-01,admin_jan.csv
2024-01-17 00:00:00,53.85,Admin,2024-01,admin_jan.csv
2024-01-17 01:00:00,47.8,Admin,2024-01,admin_jan.csv
2024-01-17 02:00:00,48.25,Admin,2024-01,admin_jan.csv
2024-01-17 03:00:00,22.98,Admin,2024-01,admin_jan.csv
2024-01-17 04:00:00,38.12,Admin,2024-01,admin_jan.csv
2024-01-17 05:00:00,45.29,Admin,2024-01,admin_jan.csv
2024-01-17 06:00:00,75.25,Admin,2024-01,admin_jan.csv
2024-01-17 07:00:00,24.05,Admin,2024-01,admin_jan.csv
2024-01-17 08:00:00,28.93,Admin,2024-01,admin_jan.csv
2024-01-17 09:00:00,77.48,Admin,2024-01,admin_jan.csv
2024-01-17 10:00:00,39.67,Admin,2024-01,admin_jan.csv
2024-01-17 11:00:00,26.73,Admin,2024-01,admin_jan.csv
2024-01-17 12:00:00,65.06,Admin,2024-01,admin_jan.csv
2024-01-17 13:00:00,25.85,Admin,2024-01,admin_jan.csv
2024-01-17 14:00:00,22.55,Admin,2024-01,admin_jan.csv
