timestamp,kwh,building
2024-01-09 18:00:00,31.32,Admin
2024-01-09 19:00:00,28.56,Admin
2024-01-09 20:00:00,40.05,Admin
2024-01-09 21:00:00,47.79,Admin
2024-01-09 22:00:00,77.24,Admin
2024-01-09 23:00:00,72.94,Admin
2024-01-10 00:00:00,44.63,Admin
2024-01-10 01:00:00,62.09,Admin
2024-01-10 02:00:00,74.47,Admin
2024-01-10 03:00:00,79.73,Admin
2024-01-10 04:00:00,68.19,Admin
2024-01-10 05:00:00,59.11,Admin
2024-01-10 06:00:00,63.19,Admin
2024-01-10 07:00:00,79.97,Admin
2024-01-10 08:00:00,27.31,Admin
2024-01-10 09:00:00,26.26,Admin
2024-01-10 10:00:00,50.9,Admin
2024-01-10 11:00:00,50.96,Admin
2024-01-10 12:00:00,29.63,Admin
2024-01-10 13:00:00,51.23,Admin
2024-01-10 14:00:00,70.57,Admin
2024-01-10 15:00:00,79.44,Admin
2024-01-10 16:00:00,41.85,Admin
2024-01-10 17:00:00,41.86,Admin
2024-01-10 18:00:00,66.47,Admin
2024-01-10 19:00:00,24.01,Admin
2024-01-10 20:00:00,24.76,Admin
2024-01-10 21:00:00,61.29,Admin
2024-01-10 22:00:00,22.13,Admin
2024-01-10 23:00:00,36.72,Admin
2024-01-11 00:00:00,71.51,Admin
2024-01-11 01:00:00,24.66,Admin
2024-01-11 02:00:00,46.98,Admin
2024-01-11 03:00:00,24.5,Admin
2024-01-11 04:00:00,58.27,Admin
2024-01-11 05:00:00,42.0,Admin
2024-01-11 06:00:00,21.8,Admin
2024-01-11 07:00:00,33.45,Admin
2024-01-11 08:00:00,26.01,Admin
2024-01-11 09:00:00,44.93,Admin
2024-01-11 10:00:00,52.3,Admin
2024-01-11 11:00:00,57.98,Admin
2024-01-11 12:00:00,76.44,Admin
2024-01-11 13:00:00,75.59,Admin
2024-01-11 14:00:00,27.58,Admin
2024-01-11 15:00:00,71.84,Admin
2024-01-11 16:00:00,53.54,Admin
2024-01-11 17:00:00,52.53,Admin
2024-01-11 18:00:00,45.33,Admin
2024-01-11 19:00:00,49.1,Admin
2024-01-11 20:00:00,44.73,Admin
2024-01-11 21:00:00,70.1,Admin
2024-01-11 22:00:00,27.01,Admin
2024-01-11 23:00:00,28.78,Admin
2024-01-12 00:00:00,63.13,Admin
2024-01-12 01:00:00,20.13,Admin
2024-01-12 02:00:00,57.48,Admin
2024-01-12 03:00:00,69.16,Admin
2024-01-12 04:00:00,68.29,Admin
2024-01-12 05:00:00,50.39,Admin
2024-01-12 06:00:00,21.0,Admin
2024-01-12 07:00:00,70.44,Admin
2024-01-12 08:00:00,50.86,Admin
2024-01-12 09:00:00,77.03,Admin
2024-01-12 10:00:00,25.04,Admin
2024-01-12 11:00:00,69.64,Admin
2024-01-12 12:00:00,45.6,Admin
2024-01-12 13:00:00,50.84,Admin
2024-01-12 14:00:00,28.27,Admin
2024-01-12 15:00:00,75.42,Admin
2024-01-12 16:00:00,38.27,Admin
2024-01-12 17:00:00,77.5,Admin
2024-01-12 18:00:00,38.0,Admin
2024-01-12 19:00:00,63.03,Admin
2024-01-12 20:00:00,76.97,Admin
2024-01-12 21:00:00,78.25,Admin
2024-01-12 22:00:00,53.79,Admin
2024-01-12 23:00:00,40.93,Admin
2024-01-13 00:00:00,43.8,Admin
2024-01-13 01:00:00,71.52,Admin
2024-01-13 02:00:00,32.39,Admin
2024-01-13 03:00:00,74.82,Admin
2024-01-13 04:00:00,28.96,Admin
2024-01-13 05:00:00,67.43,Admin
2024-01-13 06:00:00,44.42,Admin
2024-01-13 07:00:00,33.65,Admin
2024-01-13 08:00:00,30.78,Admin
2024-01-13 09:00:00,65.07,Admin
2024-01-13 10:00:00,69.97,Admin
2024-01-13 11:00:00,68.38,Admin
2024-01-13 12:00:00,35.25,Admin
2024-01-13 13:00:00,58.03,Admin
2024-01-13 14:00:00,58.07,Admin
2024-01-13 15:00:00,37.26,Admin
2024-01-13 16:00:00,30.1,Admin
2024-01-13 17:00:00,43.54,Admin
2024-01-13 18:00:00,44.65,Admin
2024-01-13 19:00:00,69.78,Admin
2024-01-13 20:00:00,31.7,Admin
2024-01-13 21:00:00,27.91,Admin
2024-01-13 22:00:00,39.19,Admin
2024-01-13 23:00:00,53.98,Admin
2024-01-14 00:00:00,67.32,Admin
2024-01-14 01:00:00,53.11,Admin
2024-01-14 02:00:00,58.8,Admin
2024-01-14 03:00:00,32.03,Admin
2024-01-14 04:00:00,23.66,Admin
2024-01-14 05:00:00,30.44,Admin
2024-01-14 06:00:00,56.25,Admin
2024-01-14 07:00:00,70.45,Admin
2024-01-14 08:00:00,65.9,Admin
2024-01-14 09:00:00,48.55,Admin
2024-01-14 10:00:00,33.23,Admin
2024-01-14 11:00:00,30.71,Admin
2024-01-14 12:00:00,28.56,Admin
2024-01-14 13:00:00,28.08,Admin
2024-01-14 14:00:00,41.0,Admin
2024-01-14 15:00:00,78.56,Admin
2024-01-14 16:00:00,73.33,Admin
2024-01-14 17:00:00,62.9,Admin
2024-01-14 18:00:00,31.19,Admin
2024-01-14 19:00:00,70.4,Admin
2024-01-14 20:00:00,54.13,Admin
2024-01-14 21:00:00,46.32,Admin
2024-01-14 22:00:00,73.71,Admin
2024-01-14 23:00:00,23.45,Admin
2024-01-15 00:00:00,45.98,Admin
2024-01-15 01:00:00,71.46,Admin
2024-01-15 02:00:00,22.24,Admin
2024-01-15 03:00:00,70.35,Admin
2024-01-15 04:00:00,24.28,Admin
2024-01-15 05:00:00,72.36,Admin
2024-01-15 06:00:00,23.4,Admin
2024-01-15 07:00:00,37.1,Admin
2024-01-15 08:00:00,60.71,Admin
2024-01-15 09:00:00,27.23,Admin
2024-01-15 10:00:00,60.76,Admin
2024-01-15 11:00:00,60.14,Admin
2024-01-15 12:00:00,36.5,Admin
2024-01-15 13:00:00,25.55,Admin
2024-01-15 14:00:00,78.32,Admin
2024-01-15 15:00:00,66.16,Admin
2024-01-15 16:00:00,36.83,Admin
2024-01-15 17:00:00,69.95,Admin
2024-01-15 18:00:00,49.6,Admin
2024-01-15 19:00:00,27.43,Admin
2024-01-15 20:00:00,73.71,Admin
2024-01-15 21:00:00,49.43,Admin
2024-01-15 22:00:00,43.96,Admin
2024-01-15 23:00:00,27.09,Admin
2024-01-16 00:00:00,20.33,Admin
2024-01-16 01:00:00,74.62,Admin
2024-01-16 02:00:00,77.15,Admin
2024-01-16 03:00:00,70.61,Admin
2024-01-16 04:00:00,40.62,Admin
2024-01-16 05:00:00,66.72,Admin
2024-01-16 06:00:00,29.15,Admin
2024-01-16 07:00:00,33.43,Admin
2024-01-16 08:00:00,77.08,Admin
2024-01-16 09:00:00,34.2,Admin
2024-01-16 10:00:00,56.32,Admin
2024-01-16 11:00:00,73.48,Admin
2024-01-16 12:00:00,36.41,Admin
2024-01-16 13:00:00,50.25,Admin
2024-01-16 14:00:00,23.14,Admin
2024-01-16 15:00:00,23.57,Admin
2024-01-16 16:00:00,65.04,Admin
2024-01-16 17:00:00,42.64,Admin
2024-01-16 18:00:00,44.17,Admin
2024-01-16 19:00:00,49.43,Admin
2024-01-16 20:00:00,48.65,Admin
2024-01-16 21:00:00,35.63,Admin
2024-01-16 22:00:00,68.03,Admin
2024-01-16 23:00:00,74.83,Admin
2024-01-17 00:00:00,53.85,Admin
2024-01-17 01:00:00,47.8,Admin
2024-01-17 02:00:00,48.25,Admin
2024-01-17 03:00:00,22.98,Admin
2024-01-17 04:00:00,38.12,Admin
2024-01-17 05:00:00,45.29,Admin
2024-01-17 06:00:00,75.25,Admin
2024-01-17 07:00:00,24.05,Admin
2024-01-17 08:00:00,28.93,Admin
2024-01-17 09:00:00,77.48,Admin
2024-01-17 10:00:00,39.67,Admin
2024-01-17 11:00:00,26.73,Admin
2024-01-17 12:00:00,65.06,Admin
2024-01-17 13:00:00,25.85,Admin
2024-01-17 14:00:00,22.55,Admin
2024-01-17 15:00:00,53.63,Admin
2024-01-17 16:00:00,68.61,Admin
2024-01-17 17:00:00,54.14,Admin
2024-01-17 18:00:00,75.44,Admin
2024-01-17 19:00:00,41.01,Admin
2024-01-17 20:00:00,78.45,Admin
2024-01-17 21:00:00,67.64,Admin
2024-01-17 22:00:00,41.16,Admin
2024-01-17 23:00:00,40.25,Admin
2024-01-18 00:00:00,45.99,Admin
2024-01-18 01:00:00,67.98,Admin
2024-01-18 02:00:00,52.63,Admin
2024-01-18 03:00:00,38.6,Admin
2024-01-18 04:00:00,58.71,Admin
2024-01-18 05:00:00,73.62,Admin
2024-01-18 06:00:00,52.83,Admin
2024-01-18 07:00:00,69.94,Admin
2024-01-18 08:00:00,58.56,Admin
2024-01-18 09:00:00,69.37,Admin
2024-01-18 10:00:00,33.41,Admin
2024-01-18 11:00:00,66.71,Admin
2024-01-18 12:00:00,57.14,Admin
2024-01-18 13:00:00,58.43,Admin
2024-01-18 14:00:00,21.38,Admin
2024-01-18 15:00:00,76.33,Admin
2024-01-18 16:00:00,38.75,Admin
2024-01-18 17:00:00,59.18,Admin
2024-01-18 18:00:00,58.33,Admin
2024-01-18 19:00:00,59.57,Admin
2024-01-18 20:00:00,68.27,Admin
2024-01-18 21:00:00,25.2,Admin
2024-01-18 22:00:00,37.71,Admin
2024-01-18 23:00:00,44.55,Admin
2024-01-19 00:00:00,75.69,Admin
2024-01-19 01:00:00,25.83,Admin
2024-01-19 02:00:00,51.12,Admin
2024-01-19 03:00:00,76.65,Admin
2024-01-19 04:00:00,51.07,Admin
2024-01-19 05:00:00,21.9,Admin
2024-01-19 06:00:00,32.99,Admin
2024-01-19 07:00:00,78.82,Admin
2024-01-19 08:00:00,47.49,Admin
2024-01-19 09:00:00,44.91,Admin
2024-01-19 10:00:00,43.64,Admin
2024-01-19 11:00:00,42.08,Admin
2024-01-19 12:00:00,58.52,Admin
2024-01-19 13:00:00,58.13,Admin
2024-01-19 14:00:00,28.6,Admin
2024-01-19 15:00:00,40.91,Admin
2024-01-19 16:00:00,42.01,Admin
2024-01-19 17:00:00,42.93,Admin
2024-01-19 18:00:00,24.21,Admin
2024-01-19 19:00:00,24.03,Admin
2024-01-19 20:00:00,45.9,Admin
2024-01-19 21:00:00,58.15,Admin
2024-01-19 22:00:00,21.42,Admin
2024-01-19 23:00:00,41.75,Admin
2024-01-20 00:00:00,48.13,Admin
2024-01-20 01:00:00,52.8,Admin
2024-01-20 02:00:00,40.91,Admin
2024-01-20 03:00:00,41.07,Admin
2024-01-20 04:00:00,32.68,Admin
2024-01-20 05:00:00,77.58,Admin
2024-01-20 06:00:00,69.61,Admin
2024-01-20 07:00:00,60.34,Admin
2024-01-20 08:00:00,30.93,Admin
2024-01-20 09:00:00,22.27,Admin
2024-01-20 10:00:00,57.65,Admin
2024-01-20 11:00:00,76.12,Admin
2024-01-20 12:00:00,21.18,Admin
2024-01-20 13:00:00,45.07,Admin
2024-01-20 14:00:00,44.0,Admin
2024-01-20 15:00:00,25.11,Admin
2024-01-20 16:00:00,28.46,Admin
2024-01-20 17:00:00,52.79,Admin
2024-01-20 18:00:00,55.04,Admin
2024-01-20 19:00:00,31.36,Admin
2024-01-20 20:00:00,56.82,Admin
2024-01-20 21:00:00,49.05,Admin
2024-01-20 22:00:00,68.19,Admin
2024-01-20 23:00:00,35.97,Admin
2024-01-21 00:00:00,50.32,Admin
2024-01-21 01:00:00,31.56,Admin
2024-01-21 02:00:00,31.21,Admin
2024-01-21 03:00:00,72.67,Admin
2024-01-21 04:00:00,38.19,Admin
2024-01-21 05:00:00,25.45,Admin
2024-01-21 06:00:00,34.54,Admin
2024-01-21 07:00:00,20.02,Admin
2024-01-21 08:00:00,76.18,Admin
2024-01-21 09:00:00,31.1,Admin
2024-01-21 10:00:00,26.97,Admin
2024-01-21 11:00:00,79.42,Admin
2024-01-21 12:00:00,52.55,Admin
2024-01-21 13:00:00,24.18,Admin
2024-01-21 14:00:00,61.51,Admin
2024-01-21 15:00:00,42.97,Admin
2024-01-21 16:00:00,59.96,Admin
2024-01-21 17:00:00,75.18,Admin
2024-01-21 18:00:00,61.94,Admin
2024-01-21 19:00:00,22.6,Admin
2024-01-21 20:00:00,20.66,Admin
2024-01-21 21:00:00,38.19,Admin
2024-01-21 22:00:00,26.58,Admin
2024-01-21 23:00:00,58.59,Admin
2024-01-22 00:00:00,51.88,Admin
2024-01-22 01:00:00,74.93,Admin
2024-01-22 02:00:00,56.34,Admin
2024-01-22 03:00:00,67.07,Admin
2024-01-22 04:00:00,64.07,Admin
2024-01-22 05:00:00,33.79,Admin
2024-01-22 06:00:00,39.24,Admin
2024-01-22 07:00:00,33.99,Admin
2024-01-22 08:00:00,22.67,Admin
2024-01-22 09:00:00,64.4,Admin
2024-01-22 10:00:00,27.89,Admin
2024-01-22 11:00:00,47.57,Admin
2024-01-22 12:00:00,53.91,Admin
2024-01-22 13:00:00,32.91,Admin
2024-01-22 14:00:00,28.5,Admin
2024-01-22 15:00:00,79.0,Admin
2024-01-22 16:00:00,63.42,Admin
2024-01-22 17:00:00,59.47,Admin
2024-01-22 18:00:00,29.46,Admin
2024-01-22 19:00:00,67.96,Admin
2024-01-22 20:00:00,79.84,Admin
2024-01-22 21:00:00,57.99,Admin
2024-01-22 22:00:00,43.17,Admin
2024-01-22 23:00:00,53.43,Admin
2024-01-23 00:00:00,36.13,Admin
2024-01-23 01:00:00,46.9,Admin
2024-01-23 02:00:00,77.75,Admin
2024-01-23 03:00:00,30.71,Admin
2024-01-23 04:00:00,52.51,Admin
2024-01-23 05:00:00,47.26,Admin
2024-01-23 06:00:00,72.59,Admin
2024-01-23 07:00:00,22.5,Admin
2024-01-23 08:00:00,67.04,Admin
2024-01-23 09:00:00,43.58,Admin
2024-01-23 10:00:00,70.05,Admin
2024-01-23 11:00:00,71.29,Admin
2024-01-23 12:00:00,24.56,Admin
2024-01-23 13:00:00,60.23,Admin
2024-01-23 14:00:00,77.7,Admin
2024-01-23 15:00:00,76.43,Admin
2024-01-23 16:00:00,74.5,Admin
2024-01-23 17:00:00,56.41,Admin
2024-01-23 18:00:00,50.89,Admin
2024-01-23 19:00:00,69.97,Admin
2024-01-23 20:00:00,46.48,Admin
2024-01-23 21:00:00,55.39,Admin
2024-01-23 22:00:00,57.71,Admin
2024-01-23 23:00:00,27.74,Admin
2024-01-24 00:00:00,66.73,Admin
2024-01-24 01:00:00,53.88,Admin
2024-01-24 02:00:00,27.63,Admin
2024-01-24 03:00:00,26.74,Admin
2024-01-24 04:00:00,59.67,Admin
2024-01-24 05:00:00,43.21,Admin
2024-01-24 06:00:00,57.81,Admin
2024-01-24 07:00:00,26.63,Admin
2024-01-24 08:00:00,71.92,Admin
2024-01-24 09:00:00,79.47,Admin
2024-01-24 10:00:00,79.01,Admin
2024-01-24 11:00:00,63.83,Admin
2024-01-24 12:00:00,66.66,Admin
2024-01-24 13:00:00,66.54,Admin
2024-01-24 14:00:00,73.29,Admin
2024-01-24 15:00:00,67.48,Admin
2024-01-24 16:00:00,45.43,Admin
2024-01-24 17:00:00,79.36,Admin
2024-01-24 18:00:00,21.75,Admin
2024-01-24 19:00:00,70.26,Admin
2024-01-24 20:00:00,54.28,Admin
2024-01-24 21:00:00,42.87,Admin
2024-01-24 22:00:00,51.29,Admin
2024-01-24 23:00:00,40.73,Admin
2024-01-25 00:00:00,74.44,Admin
2024-01-25 01:00:00,65.91,Admin
2024-01-25 02:00:00,42.27,Admin
2024-01-25 03:00:00,20.66,Admin
2024-01-25 04:00:00,23.16,Admin
2024-01-25 05:00:00,64.99,Admin
2024-01-25 06:00:00,37.15,Admin
2024-01-25 07:00:00,26.31,Admin
2024-01-25 08:00:00,77.24,Admin
2024-01-25 09:00:00,65.12,Admin
2024-01-25 10:00:00,53.24,Admin
2024-01-25 11:00:00,62.84,Admin
2024-01-25 12:00:00,74.31,Admin
2024-01-25 13:00:00,69.6,Admin
2024-01-25 14:00:00,74.37,Admin
2024-01-25 15:00:00,57.65,Admin
2024-01-25 16:00:00,31.67,Admin
2024-01-25 17:00:00,65.34,Admin
2024-01-25 18:00:00,52.34,Admin
2024-01-25 19:00:00,67.55,Admin
2024-01-25 20:00:00,37.02,Admin
2024-01-25 21:00:00,73.27,Admin
2024-01-25 22:00:00,53.42,Admin
2024-01-25 23:00:00,53.61,Admin
2024-01-26 00:00:00,78.61,Admin
2024-01-26 01:00:00,66.43,Admin
2024-01-26 02:00:00,45.79,Admin
2024-01-26 03:00:00,41.01,Admin
2024-01-26 04:00:00,79.36,Admin
2024-01-26 05:00:00,57.46,Admin
2024-01-26 06:00:00,25.27,Admin
2024-01-26 07:00:00,44.69,Admin
2024-01-26 08:00:00,78.76,Admin
2024-01-26 09:00:00,41.31,Admin
2024-01-26 10:00:00,70.06,Admin
2024-01-26 11:00:00,47.3,Admin
2024-01-26 12:00:00,35.3,Admin
2024-01-26 13:00:00,25.72,Admin
2024-01-26 14:00:00,42.04,Admin
2024-01-26 15:00:00,46.21,Admin
2024-01-26 16:00:00,70.41,Admin
2024-01-26 17:00:00,52.1,Admin
2024-01-26 18:00:00,29.11,Admin
2024-01-26 19:00:00,31.52,Admin
2024-01-26 20:00:00,78.33,Admin
2024-01-26 21:00:00,57.6,Admin
2024-01-26 22:00:00,56.96,Admin
2024-01-26 23:00:00,73.89,Admin
2024-01-27 00:00:00,51.62,Admin
2024-01-27 01:00:00,51.11,Admin
2024-01-27 02:00:00,76.15,Admin
2024-01-27 03:00:00,26.48,Admin
2024-01-27 04:00:00,53.23,Admin
2024-01-27 05:00:00,48.14,Admin
2024-01-27 06:00:00,77.97,Admin
2024-01-27 07:00:00,22.03,Admin
2024-01-27 08:00:00,37.91,Admin
2024-01-27 09:00:00,69.71,Admin
2024-01-27 10:00:00,76.51,Admin
2024-01-27 11:00:00,29.15,Admin
2024-01-27 12:00:00,77.62,Admin
2024-01-27 13:00:00,38.92,Admin
2024-01-27 14:00:00,45.62,Admin
2024-01-27 15:00:00,62.34,Admin
2024-01-27 16:00:00,73.28,Admin
2024-01-27 17:00:00,54.73,Admin
2024-01-27 18:00:00,21.73,Admin
2024-01-27 19:00:00,56.49,Admin
2024-01-27 20:00:00,30.31,Admin
2024-01-27 21:00:00,72.83,Admin
2024-01-27 22:00:00,52.45,Admin
2024-01-27 23:00:00,34.33,Admin
2024-01-28 00:00:00,27.56,Admin
2024-01-28 01:00:00,27.24,Admin
2024-01-28 02:00:00,59.71,Admin
2024-01-28 03:00:00,65.39,Admin
2024-01-28 04:00:00,24.41,Admin
2024-01-28 05:00:00,26.68,Admin
2024-01-28 06:00:00,66.26,Admin
2024-01-28 07:00:00,54.66,Admin
2024-01-28 08:00:00,42.78,Admin
2024-01-28 09:00:00,65.26,Admin
2024-01-28 10:00:00,77.29,Admin
2024-01-28 11:00:00,46.64,Admin
2024-01-28 12:00:00,52.82,Admin
2024-01-28 13:00:00,67.41,Admin
2024-01-28 14:00:00,33.63,Admin
2024-01-28 15:00:00,49.28,Admin
2024-01-28 16:00:00,52.09,Admin
